,Broader,parentterm,Year,InitialN,InitialCount,ReplicationN,ReplicationCount,InitialAssociationSum
158,African American or Afro-Caribbean,Immune system disorder,2009,0.0,0.0,0.0,0.0,0.0
159,African American or Afro-Caribbean,Response to drug,2009,5.78090629124505,15.384615384615385,1.0494373498545961,11.11111111111111,20.72072072072072
160,African American or Afro-Caribbean,Other trait,2009,0.0,0.0,0.0,0.0,0.0
161,African American or Afro-Caribbean,Body measurement,2009,0.0,0.0,0.0,0.0,0.0
162,Asian,All,2009,5.912156777653939,11.504424778761061,15.70827158875944,15.555555555555555,14.740846409890631
163,Asian,Other measurement,2009,7.561588394635336,10.76923076923077,10.591724569360352,19.230769230769234,25.91943957968476
164,Asian,Cardiovascular measurement,2009,7.515001104897244,5.263157894736842,11.677932110228033,6.666666666666667,5.9259259259259265
165,Asian,Neurological disorder,2009,5.398409255242227,17.94871794871795,16.20423131170663,17.24137931034483,22.119815668202765
166,Asian,Digestive system disorder,2009,10.911762904904784,23.076923076923077,28.36964549483013,40.0,14.285714285714285
167,Asian,Cancer,2009,2.543733753525297,12.121212121212121,5.125547817075206,16.129032258064516,4.697986577181208
168,Asian,Cardiovascular disease,2009,0.4032046918364141,14.285714285714285,7.230886757120354,17.647058823529413,3.225806451612903
169,Asian,Metabolic disorder,2009,1.2195995131148714,10.0,6.920001386658038,11.11111111111111,8.235294117647058
170,Asian,Other disease,2009,1.1988322256040749,11.11111111111111,0.2778798089975566,5.88235294117647,7.894736842105263
171,Asian,Hematological measurement,2009,4.032795349689368,3.225806451612903,8.976549377509606,12.121212121212121,1.6666666666666667
172,Asian,Lipid or lipoprotein measurement,2009,3.1387319522912747,12.5,36.00556992241894,25.0,1.5873015873015872
173,Asian,Liver enzyme measurement,2009,0.0,0.0,0.0,0.0,0.0
174,Asian,Inflammatory measurement,2009,0.0,0.0,0.0,0.0,0.0
175,Asian,Biological process,2009,0.0,0.0,0.0,0.0,0.0
176,Asian,Immune system disorder,2009,10.395207955066093,22.22222222222222,32.15560545683467,26.666666666666668,18.79194630872483
177,Asian,Response to drug,2009,0.04399472063352398,3.8461538461538463,0.0,0.0,9.45945945945946
178,Asian,Other trait,2009,2.6145246871076187,16.666666666666664,19.52922917744439,14.285714285714285,2.2222222222222223
179,Asian,Body measurement,2009,26.98034907848163,21.428571428571427,43.02681992337165,33.33333333333333,20.14388489208633
180,African,All,2009,0.16743440055520664,1.1799410029498525,0.5484585948260915,1.4814814814814816,1.4265335235378032
181,African,Other measurement,2009,0.0,0.0,0.16905352368611154,1.9230769230769231,0.0
182,African,Cardiovascular measurement,2009,0.0,0.0,0.0,0.0,0.0
183,African,Neurological disorder,2009,0.0,0.0,0.0,0.0,0.0
184,African,Digestive system disorder,2009,12.491580429857327,7.6923076923076925,15.985044313146233,10.0,10.714285714285714
185,African,Cancer,2009,0.026596545460019876,3.0303030303030303,0.0,0.0,8.053691275167784
186,African,Cardiovascular disease,2009,0.0,0.0,0.6625158023539592,5.88235294117647,0.0
187,African,Metabolic disorder,2009,0.0,0.0,0.0,0.0,0.0
188,African,Other disease,2009,0.0,0.0,0.0,0.0,0.0
189,African,Hematological measurement,2009,0.35310381585302886,3.225806451612903,0.2198721137279497,3.0303030303030303,2.5
190,African,Lipid or lipoprotein measurement,2009,0.0,0.0,0.0,0.0,0.0
191,African,Liver enzyme measurement,2009,0.0,0.0,0.0,0.0,0.0
192,African,Inflammatory measurement,2009,0.0,0.0,0.0,0.0,0.0
193,African,Biological process,2009,0.0,0.0,0.0,0.0,0.0
194,African,Immune system disorder,2009,0.0,0.0,0.0,0.0,0.0
195,African,Response to drug,2009,0.4663440387153541,3.8461538461538463,0.0,0.0,5.405405405405405
196,African,Other trait,2009,0.0,0.0,0.0,0.0,0.0
197,African,Body measurement,2009,0.0,0.0,0.0,0.0,0.0
198,Other/Mixed,All,2009,2.8142289041882647,6.489675516224189,1.0453445399431,5.185185185185185,12.60104612458393
199,Other/Mixed,Other measurement,2009,2.6404936890706616,3.076923076923077,0.0,0.0,7.180385288966725
200,Other/Mixed,Cardiovascular measurement,2009,1.0726002481769197,5.263157894736842,0.005942211988412686,6.666666666666667,5.185185185185185
201,Other/Mixed,Neurological disorder,2009,5.361532899493854,12.82051282051282,4.5574047954866,10.344827586206897,18.433179723502306
202,Other/Mixed,Digestive system disorder,2009,0.0,0.0,0.0,0.0,0.0
203,Other/Mixed,Cancer,2009,0.039142085771350005,3.0303030303030303,11.363563174982362,9.67741935483871,8.053691275167784
204,Other/Mixed,Cardiovascular disease,2009,0.21076608891448917,7.142857142857142,1.2581039879395084,5.88235294117647,0.0
205,Other/Mixed,Metabolic disorder,2009,0.0,0.0,0.0,0.0,0.0
206,Other/Mixed,Other disease,2009,0.0,0.0,2.8362904642509226,5.88235294117647,0.0
207,Other/Mixed,Hematological measurement,2009,0.0,0.0,0.0,0.0,0.0
208,Other/Mixed,Lipid or lipoprotein measurement,2009,11.379647067029365,25.0,0.0,0.0,53.96825396825397
209,Other/Mixed,Liver enzyme measurement,2009,0.0,0.0,0.0,0.0,0.0
210,Other/Mixed,Inflammatory measurement,2009,70.99418387129688,28.57142857142857,71.18209860406755,16.666666666666664,95.0
211,Other/Mixed,Biological process,2009,0.0,0.0,1.1561498815991085,12.5,0.0
212,Other/Mixed,Immune system disorder,2009,0.0,0.0,7.120883685310419,6.666666666666667,0.0
213,Other/Mixed,Response to drug,2009,16.137263528376593,26.923076923076923,21.317486407889746,22.22222222222222,27.027027027027028
214,Other/Mixed,Other trait,2009,0.0,0.0,0.0,0.0,0.0
215,Other/Mixed,Body measurement,2009,2.955775255299239,7.142857142857142,0.0,0.0,23.741007194244602
216,European,All,2010,87.56517527210677,65.54455445544555,79.40288933662615,65.0485436893204,69.136460554371
217,European,Other measurement,2010,93.11287790921033,76.61290322580645,95.82573723204293,78.87323943661971,69.93810786914236
218,European,Cardiovascular measurement,2010,85.93935407315689,72.72727272727273,78.57216406384075,75.0,63.20754716981132
219,European,Neurological disorder,2010,83.88589373634954,71.05263157894737,93.30058061634658,78.78787878787878,78.41530054644808
220,European,Digestive system disorder,2010,96.79369990156096,66.66666666666666,98.31331052589705,55.55555555555556,94.32624113475178
221,European,Cancer,2010,82.43464092383648,55.769230769230774,73.58239051797122,56.75675675675676,59.06976744186046
222,European,Cardiovascular disease,2010,89.69557783216548,54.54545454545454,62.45054031587698,38.095238095238095,57.831325301204814
223,European,Metabolic disorder,2010,77.12082925068331,42.857142857142854,81.96342061860994,50.0,61.29032258064516
224,European,Other disease,2010,80.45708758286344,56.81818181818182,81.84293173354594,59.375,50.51546391752577
225,European,Hematological measurement,2010,32.40205847481143,35.714285714285715,88.97473040399163,60.0,22.413793103448278
226,European,Lipid or lipoprotein measurement,2010,94.66444326100411,82.35294117647058,80.0737465949615,69.23076923076923,80.93525179856115
227,European,Liver enzyme measurement,2010,,,,,35.55555555555556
228,European,Inflammatory measurement,2010,9.254310502617418,50.0,25.791610284167792,66.66666666666666,25.0
229,European,Biological process,2010,98.77835264493538,69.56521739130434,99.54538320407423,85.71428571428571,57.14285714285714
230,European,Immune system disorder,2010,87.14679397609066,69.23076923076923,62.12445554415853,65.21739130434783,91.28205128205128
231,European,Response to drug,2010,61.502142805258956,37.5,78.74329236628007,33.33333333333333,46.231155778894475
232,European,Other trait,2010,97.83643055929616,76.47058823529412,93.04710557121895,57.14285714285714,94.52054794520548
233,European,Body measurement,2010,93.77707629065124,70.0,97.40868290469514,73.33333333333333,84.52012383900929
234,Hispanic or Latin American,All,2010,0.05554710690917135,2.178217821782178,1.702913941483046,1.9417475728155338,2.1321961620469083
235,Hispanic or Latin American,Other measurement,2010,0.017269577370999552,1.6129032258064515,0.10875014286894419,1.4084507042253522,5.4818744473916885
236,Hispanic or Latin American,Cardiovascular measurement,2010,0.5533199195171026,9.090909090909092,0.0,0.0,6.60377358490566
237,Hispanic or Latin American,Neurological disorder,2010,0.014198554253093406,1.3157894736842104,0.0,0.0,0.0
238,Hispanic or Latin American,Digestive system disorder,2010,0.008437631837997468,6.666666666666667,0.042432439600074257,11.11111111111111,0.7092198581560284
239,Hispanic or Latin American,Cancer,2010,0.022575689908175833,1.9230769230769231,0.0073885938582313555,2.7027027027027026,0.46511627906976744
240,Hispanic or Latin American,Cardiovascular disease,2010,0.0,0.0,0.0,0.0,0.0
241,Hispanic or Latin American,Metabolic disorder,2010,0.2458185068674471,7.142857142857142,0.0,0.0,0.0
242,Hispanic or Latin American,Other disease,2010,0.27214905630683367,4.545454545454546,0.016529407761043103,3.125,4.123711340206185
243,Hispanic or Latin American,Hematological measurement,2010,0.0,0.0,0.0,0.0,0.0
244,Hispanic or Latin American,Lipid or lipoprotein measurement,2010,0.0,0.0,0.0,0.0,0.0
245,Hispanic or Latin American,Liver enzyme measurement,2010,,,,,0.0
246,Hispanic or Latin American,Inflammatory measurement,2010,0.0,0.0,0.0,0.0,0.0
247,Hispanic or Latin American,Biological process,2010,0.0,0.0,0.0,0.0,0.0
248,Hispanic or Latin American,Immune system disorder,2010,0.03105107902499612,3.8461538461538463,0.0631791761435431,4.3478260869565215,0.0
249,Hispanic or Latin American,Response to drug,2010,0.3341323454637902,4.166666666666666,0.4154405400727021,8.333333333333332,0.5025125628140703
250,Hispanic or Latin American,Other trait,2010,0.0,0.0,0.0,0.0,0.0
251,Hispanic or Latin American,Body measurement,2010,0.0,0.0,0.0,0.0,0.0
252,African American or Afro-Caribbean,All,2010,0.5540391881136104,6.138613861386139,1.5921219983621746,2.912621359223301,6.103411513859275
253,African American or Afro-Caribbean,Other measurement,2010,0.38285774917402393,5.64516129032258,0.6675516053942787,4.225352112676056,1.414677276746242
254,African American or Afro-Caribbean,Cardiovascular measurement,2010,0.0,0.0,0.0,0.0,0.0
255,African American or Afro-Caribbean,Neurological disorder,2010,2.473471671796242,10.526315789473683,0.0,0.0,10.655737704918032
256,African American or Afro-Caribbean,Digestive system disorder,2010,0.0,0.0,0.0,0.0,0.0
257,African American or Afro-Caribbean,Cancer,2010,0.03877129353795415,1.9230769230769231,0.0,0.0,10.69767441860465
258,African American or Afro-Caribbean,Cardiovascular disease,2010,2.4264927750025143,4.545454545454546,0.0,0.0,19.27710843373494
259,African American or Afro-Caribbean,Metabolic disorder,2010,1.7138535059219913,7.142857142857142,0.5161847343622591,10.0,5.376344086021505
260,African American or Afro-Caribbean,Other disease,2010,1.7653222989494048,13.636363636363635,0.3539237897070406,6.25,22.164948453608247
261,African American or Afro-Caribbean,Hematological measurement,2010,0.0,0.0,0.0,0.0,0.0
262,African American or Afro-Caribbean,Lipid or lipoprotein measurement,2010,0.0,0.0,0.0,0.0,0.0
263,African American or Afro-Caribbean,Liver enzyme measurement,2010,,,,,0.0
264,African American or Afro-Caribbean,Inflammatory measurement,2010,0.0,0.0,0.0,0.0,0.0
265,African American or Afro-Caribbean,Biological process,2010,0.33787106800700334,13.043478260869565,0.45461679592576754,14.285714285714285,24.725274725274726
266,African American or Afro-Caribbean,Immune system disorder,2010,0.01940692439062257,3.8461538461538463,0.2081196390610831,4.3478260869565215,0.0
267,African American or Afro-Caribbean,Response to drug,2010,1.9612115929396383,8.333333333333332,0.0,0.0,21.105527638190953
268,African American or Afro-Caribbean,Other trait,2010,0.0,0.0,0.0,0.0,0.0
269,African American or Afro-Caribbean,Body measurement,2010,0.17503150802718526,5.0,1.2143617547309207,6.666666666666667,0.0
270,Asian,All,2010,9.510923770606743,18.415841584158414,15.70827158875944,21.35922330097087,17.32409381663113
271,Asian,Other measurement,2010,4.83511578300337,11.29032258064516,2.4602880916896104,9.859154929577464,20.335985853227232
272,Asian,Cardiovascular measurement,2010,13.507326007326007,18.181818181818183,21.42783593615926,25.0,30.18867924528302
273,Asian,Neurological disorder,2010,1.890078133808846,5.263157894736842,4.526538916891753,9.090909090909092,1.092896174863388
274,Asian,Digestive system disorder,2010,2.143158486851357,6.666666666666667,0.5675338796509932,11.11111111111111,2.127659574468085
275,Asian,Cancer,2010,17.280218297105897,32.69230769230769,26.33110136227199,32.432432432432435,26.976744186046513
276,Asian,Cardiovascular disease,2010,5.397793945083314,31.818181818181817,24.91825990579108,42.857142857142854,7.228915662650602
277,Asian,Metabolic disorder,2010,20.919498736527256,42.857142857142854,9.521191615595495,30.0,33.33333333333333
278,Asian,Other disease,2010,4.751284935071914,15.909090909090908,9.882641204896595,18.75,7.731958762886598
279,Asian,Hematological measurement,2010,67.59794152518856,64.28571428571429,11.02526959600837,40.0,77.58620689655173
