Date,PUBMEDID,N,Cleaned Country
2007-09-10,17846125,760,NR
2007-09-10,17846125,2834,U.S.
2007-09-10,17846125,895,U.S.
2007-09-10,17848626,634,NR
2007-09-10,17846124,895,NR
2007-09-10,17846125,1892,NR
2007-09-19,17903298,982,NR
2007-09-19,17903301,1238,NR
2007-09-19,17903301,1238,NR
2007-09-19,17903297,694,NR
2007-09-19,17903307,1222,NR
2007-09-19,17903307,1222,NR
2007-09-19,17903297,705,NR
2007-09-19,17903301,1238,NR
2007-09-19,17903296,1141,NR
2007-09-19,17903304,1341,U.S.
2007-09-19,17903304,1345,U.S.
2007-09-19,17903296,1094,NR
2007-09-19,17903298,1174,NR
2007-09-19,17903298,1027,NR
2007-09-19,17903294,886,NR
2007-09-19,17903304,1345,U.S.
2007-09-19,17903299,1087,NR
2007-09-19,17903299,8100,U.S.
2007-09-19,17903308,738,NR
2007-09-19,17903300,1341,NR
2007-09-19,17903300,1079,NR
2007-09-19,17903293,1012,NR
2007-09-19,17903303,678,NR
2007-09-19,17903295,1345,NR
2007-09-19,17903295,558,NR
2007-09-19,17903292,981,NR
2007-09-19,17903305,617,NR
2007-09-19,17903303,984,NR
2007-09-19,17903294,1062,NR
2007-09-19,17903305,723,NR
2007-09-19,17903306,747,NR
2007-09-19,17903306,1951,NR
2007-09-19,17903292,883,NR
2007-09-19,17903292,822,NR
2007-09-19,17903302,1327,U.S.
2007-09-19,17903302,644,U.S.
2007-10-08,17911428,165,U.S.
2007-10-14,17934461,1890,U.K.
2007-10-14,17934461,13475,U.K.
2007-10-15,17999355,231,U.K.
2007-10-15,17999355,737,U.K.
2007-10-21,17952075,2986,NR
2007-10-21,17952075,3932,Netherlands
2007-11-01,17975299,1086,NR
2007-11-04,17982456,1707,Sweden
2007-11-04,17982456,397,U.S.
2007-11-04,17982456,1211,U.S.
2007-11-09,17997608,1301,Italy
2007-11-09,17997608,4305,Italy
2007-11-12,17998437,1489,Canada
2007-11-12,17998437,667,U.K.
2007-11-17,18075462,311,Japan
2007-11-17,18075462,100,Japan
2007-12-07,18057069,432,Republic of Ireland
2007-12-19,18073375,1603,U.S.
2007-12-19,18073375,556,U.S.
2007-12-26,18159244,929,Germany
2007-12-26,18159244,2269,NR
2008-01-10,18179892,4955,U.K.
2008-01-10,18179892,1955,U.K.
2008-01-10,18179892,4955,U.K.
2008-01-10,18179892,1955,U.K.
2008-01-13,18193046,1005,U.K.
2008-01-13,18193046,1006,U.K.
2008-01-13,18193046,6827,U.K.
2008-01-13,18193046,2528,Mexico
2008-01-13,18193046,1181,U.K.
2008-01-13,18193045,23684,Finland
2008-01-13,18193045,3860,U.S.
2008-01-13,18193044,2758,NR
2008-01-14,18195134,81,Spain
2008-01-15,18198356,3105,NR
2008-01-20,18204446,3037,NR
2008-01-20,18204446,3671,U.S.
2008-01-20,18204447,794,NR
2008-01-20,18204098,4651,U.S.
2008-01-20,18204098,1650,Sweden
2008-01-22,18067574,3195,U.K.
2008-01-22,18067574,860,U.K.
2008-01-24,18252221,6867,Netherlands
2008-01-24,18252221,1406,Netherlands
2008-01-29,18227835,7481,Switzerland
2008-02-02,18239089,1663,NR
2008-02-02,18239089,1702,NR
2008-02-02,18239089,1248,NR
2008-02-02,18239089,1887,NR
2008-02-09,18262040,4979,U.K.
2008-02-10,18264098,23226,Iceland
2008-02-10,18264097,3748,U.K.
2008-02-10,18264096,2329,NR
2008-02-15,18282107,2931,Israel
2008-02-15,18282107,4148,Israel
2008-02-15,18282107,873,China
2008-03-02,18311140,2189,U.K.
2008-03-04,18317468,1943,U.K.
2008-03-05,18325910,1000,U.S.
2008-03-05,18325910,3812,France
2008-03-09,18327257,794,Croatia
2008-03-09,18327256,1644,Germany
2008-03-11,18326623,2359,U.S.
2008-03-11,18332876,2327,Bulgaria
2008-03-18,18347602,828,U.S.
2008-03-18,18347602,436,U.S.
2008-03-18,18347602,207,U.S.
2008-03-25,18364390,606,U.K.
2008-03-25,18360741,838,U.K.
2008-03-25,18360741,3529,U.K.
2008-03-30,18372905,1447,Netherlands
2008-03-30,18372901,7579,Japan
2008-03-30,18372901,1983,U.K.
2008-03-30,18372901,3560,Israel
2008-03-30,18372905,1849,U.K.
2008-04-03,18385739,10995,Iceland
2008-04-03,18385738,794,Canada
2008-04-03,18385676,2291,U.S.
2008-04-04,18369459,737,U.S.
2008-04-06,18391951,8541,Denmark
2008-04-06,18391952,13665,U.K.
2008-04-09,18403759,632,U.S.
2008-04-24,18439552,909,NR
2008-04-24,18439548,6345,NR
2008-04-24,18439552,5106,NR
2008-04-29,18455228,2094,U.K.
2008-04-29,18445777,7925,NR
2008-04-29,18445777,5861,NR
2008-04-29,18445777,7925,NR
2008-04-29,18445777,5861,NR
2008-04-29,18455228,6463,U.K.
2008-04-30,18449908,284,NR
2008-04-30,18449908,30,NR
2008-04-30,18449908,60,NR
2008-05-04,18454146,4561,U.K.
2008-05-04,18454146,2684,U.K.
2008-05-04,18454146,7394,U.K.
2008-05-08,18463975,6,U.S.
2008-05-08,18463975,2,U.S.
2008-05-08,18471798,642,U.K.
2008-05-09,18463370,3075,U.S.
2008-05-09,18464913,1200,NR
2008-05-16,18483556,2287,U.S.
2008-05-16,18483556,2287,U.S.
2008-05-18,18488026,2481,Australia
2008-05-18,18488028,5130,Iceland
2008-05-18,18488028,5130,NR
2008-05-18,18488028,3330,NR
2008-05-18,18488026,1728,Australia
2008-05-18,18488028,3330,NR
2008-05-18,18488028,3330,NR
2008-05-18,18488028,5130,NR
2008-05-18,18488028,5130,NR
2008-05-18,18488028,3330,Netherlands
2008-05-18,18488028,5130,NR
2008-05-18,18488028,5130,NR
2008-06-01,18514160,4305,Italy
2008-06-03,18521090,106,NR
2008-06-03,18521091,7,NR
2008-06-03,18521091,16,NR
2008-06-03,18521091,69,NR
2008-06-03,18521091,91,NR
2008-06-03,18521090,104,NR
2008-06-04,18519826,550,NR
2008-06-05,18535201,374,U.S.
2008-06-05,18535201,181,U.S.
2008-06-19,18451265,654,France
2008-06-24,18576341,63,NR
2008-06-24,18576341,2019,NR
2008-06-30,18591461,194,U.S.
2008-06-30,18591461,195,U.S.
2008-07-01,18594024,87,NR
2008-07-04,18604267,4570,NR
2008-07-04,18604267,2008,NR
2008-07-10,18615156,89,NR
2008-07-21,18723019,2408,Germany
2008-07-21,18723019,1174,Germany
2008-07-23,18650507,16664,U.K.
2008-07-23,18650507,175,U.K.
2008-07-30,18677311,3416,U.K.
2008-07-30,18677311,2258,Israel
2008-08-01,19165918,2586,NR
2008-08-01,18668548,800,Spain
2008-08-01,19165918,1341,U.K.
2008-08-01,18668548,804,Spain
2008-08-17,18711366,9387,Denmark
2008-08-17,18711366,12361,Japan
2008-08-17,18711366,1752,Japan
2008-08-17,18711367,1691,Japan
2008-08-22,18846228,1530,Germany
2008-08-22,18846228,9769,Germany
2008-08-26,18729187,1004,Italy
2008-08-31,18758461,2701,U.K.
2008-08-31,18758461,1943,U.K.
2008-09-01,18762592,1880,Germany
2008-09-01,18762592,1227,U.S.
2008-09-01,18759275,868,U.S.
2008-09-07,18776911,1059,U.S.
2008-09-07,18776911,1658,U.S.
2008-09-08,18776929,1216,U.K.
2008-09-08,18776929,1000,U.S.
2008-09-12,18760390,1081,NR
2008-09-17,18780872,8709,NR
2008-09-17,18780872,413,U.S.
2008-09-18,18802019,2346,Micronesia (Federated States of)
2008-09-26,18821564,105,NR
2008-09-26,18821564,22,NR
2008-09-26,18821564,34,NR
2008-09-26,18821564,26,NR
2008-09-28,18820697,184,U.S.
2008-09-28,18820697,785,U.S.
2008-09-28,18820697,611,Japan
2008-09-29,18823527,1400,NR
2008-09-29,18823527,2321,U.K.
2008-10-01,18834626,11847,Netherlands
2008-10-01,18834626,11024,U.S.
2008-10-01,18834626,3843,U.S.
2008-10-01,18991354,12476,Iceland
2008-10-01,19802338,6382,NR
2008-10-01,19802338,970,NR
2008-10-01,20031538,4274,NR
2008-10-01,18835860,1093,Japan
2008-10-01,18835860,618,Japan
2008-10-01,20031538,15873,NR
2008-10-07,18839057,593,Germany
2008-10-07,18839057,54,NR
2008-10-10,18940312,3669,U.K.
2008-10-10,18940312,1005,U.K.
2008-10-12,18849991,1125,Switzerland
2008-10-12,18849994,553,NR
2008-10-12,18849994,808,NR
2008-10-12,18849993,34047,NR
2008-10-22,18941528,484,Spain
2008-10-29,18976728,2605,NR
2008-10-29,18976728,1345,NR
2008-11-02,18978787,5431,U.K.
2008-11-06,18985386,2246,U.S.
2008-11-09,18997785,240,NR
2008-11-09,18997785,2739,Sweden
2008-11-09,18997785,2825,Canada
2008-11-09,18997786,1171,Japan
2008-11-09,19009022,480,U.S.
2008-11-16,19011631,3831,U.K.
2008-11-20,19023125,106,NR
2008-11-20,19023125,32,NR
2008-11-23,19030899,2953,China
2008-11-23,19030899,618,China
2008-11-24,18957941,3972,Italy
2008-11-28,19043545,284,Germany
2008-12-01,19047183,130,Belgium
2008-12-01,19060907,35812,NR
2008-12-03,19056611,9103,U.K.
2008-12-03,19056611,4862,U.K.
2008-12-07,19060910,4763,Finland
2008-12-07,19060910,4763,Finland
2008-12-07,19060910,4763,Finland
2008-12-07,19060909,2151,France
2008-12-09,19065144,3540,Netherlands
2008-12-11,19081515,3610,U.K.
2008-12-11,19081515,3200,U.K.
2008-12-14,19079262,6865,Iceland
2008-12-14,19079260,32615,NR
2008-12-14,19079260,1160,U.S.
2008-12-14,19079260,11036,Denmark
2008-12-14,19079260,1160,U.S.
2008-12-14,19079262,6865,Iceland
2008-12-14,19079260,32615,NR
2008-12-14,19079260,11036,Denmark
2008-12-17,19074352,809,NR
2008-12-17,19084217,411,Australia
2008-12-17,19074352,698,NR
2008-12-17,19084217,918,Australia
2008-12-19,19096518,14618,NR
2008-12-19,19096518,455,NR
2008-12-24,19110211,1606,Germany
2008-12-29,19114657,6361,U.S.
2008-12-29,19114657,542,U.S.
2009-01-01,19115949,86,NR
2009-01-01,19116933,2678,U.K.
2009-01-01,19116933,463,U.K.
2009-01-01,19115949,1627,France
2009-01-01,19117981,4186,NR
2009-01-03,19118814,988,U.S.
2009-01-03,19118814,458,U.S.
2009-01-07,19124843,357,U.S.
2009-01-07,19124843,1054,NR
2009-01-07,19125160,970,Germany
2009-01-09,19132087,241,NR
2009-01-11,19136949,2099,U.S.
2009-01-11,19136949,2756,U.S.
2009-01-16,19148276,1076,U.S.
2009-01-16,19148276,1075,Italy
2009-01-18,19151717,30395,Iceland
2009-01-18,19151714,2796,France
2009-01-23,19165232,400,Japan
2009-01-25,19169255,2271,China
2009-01-25,19169255,13061,China
2009-01-25,19169254,10089,NR
2009-01-25,19169254,2759,NR
2009-01-28,19176441,53,NR
2009-01-28,19176441,78,NR
2009-01-28,19176441,356,NR
2009-01-29,19185284,211,NR
2009-01-29,19185284,1191,Italy
2009-01-30,19181680,3875,U.K.
2009-02-01,19207018,112,NR
2009-02-01,19260141,898,Croatia
2009-02-01,20031564,18245,NR
2009-02-01,19260139,898,Croatia
2009-02-01,19182806,14830,Iceland
2009-02-01,19187332,347,Republic of Korea
2009-02-03,19188921,1251,U.S.
2009-02-03,19188921,7623,NR
2009-02-03,19188921,840,U.S.
2009-02-05,19196962,527,China
2009-02-05,19196962,700,China
2009-02-06,19197348,2906,Micronesia (Federated States of)
2009-02-06,19198613,37388,Iceland
2009-02-08,19198611,4864,U.K.
2009-02-08,19198610,5212,Republic of Korea
2009-02-08,19198612,2520,Germany
2009-02-08,19198610,9392,Iceland
2009-02-12,19221038,1601,Germany
2009-02-12,19221038,5764,NR
2009-02-12,19221038,1221,NR
2009-02-15,19219042,3027,China
2009-02-15,19389651,1262,Micronesia (Federated States of)
2009-02-15,19219042,3057,U.S.
2009-02-15,19219042,7502,China
2009-02-25,19242412,320,NR
2009-02-25,19242412,485,NR
2009-02-25,19242412,2285,NR
2009-02-25,19249006,908,Trinidad and Tobago
2009-02-25,19249006,3655,China
2009-02-25,19249006,4925,U.S.
2009-02-25,19249006,1000,U.S.
2009-02-27,19247474,4342,NR
2009-02-27,19252134,1304,NR
2009-03-02,19259986,214,Japan
2009-03-02,19259986,804,Japan
2009-03-04,19268276,249,Netherlands
2009-03-04,19268274,2955,China
2009-03-04,19268274,3460,U.S.
2009-03-04,19268274,973,U.S.
2009-03-04,19268276,3497,NR
2009-03-08,19270707,607,Germany
2009-03-08,19270707,1200,NR
2009-03-10,19278955,3237,France
2009-03-10,19278955,1647,France
2009-03-13,19282985,1616,U.S.
2009-03-13,19282985,1387,China
2009-03-13,19282985,477,U.S.
2009-03-14,19287509,531,U.S.
2009-03-14,19287509,849,NR
2009-03-15,19287384,3323,NR
2009-03-18,19303062,686,Italy
2009-03-20,19304780,954,Germany
2009-03-20,19300482,949,NR
2009-03-20,19300482,1633,Norway
2009-03-20,19300499,588,Sweden
2009-03-20,19300499,1053,Sweden
2009-03-20,19300500,835,U.S.
2009-03-20,19300500,7691,U.S.
2009-03-22,19305408,13685,NR
2009-03-22,19305408,15854,NR
2009-03-22,19305409,13602,NR
2009-03-29,19330030,2287,NR
2009-04-01,20031582,3761,NR
2009-04-01,20031582,1984,NR
2009-04-01,20031579,4221,Italy
2009-04-01,20031577,17686,NR
2009-04-01,20031578,13974,NR
2009-04-01,20031576,17686,NR
2009-04-01,20031582,1248,NR
2009-04-02,19340012,2287,U.S.
2009-04-02,19340012,870,U.S.
2009-04-05,19403135,5981,Japan
2009-04-05,19403135,266,Japan
2009-04-06,19349983,1113,Japan
2009-04-06,19349984,3011,Germany
2009-04-06,19349983,854,Thailand
2009-04-06,19349983,4420,Japan
2009-04-08,19359265,1625,U.K.
2009-04-08,19359265,1165,U.K.
2009-04-10,19359809,1810,NR
2009-04-10,19359809,900,NR
2009-04-14,19367585,314,U.S.
2009-04-14,19367585,2,U.S.
2009-04-15,19369658,3004,U.S.
2009-04-26,19396169,8842,Republic of Korea
2009-04-26,19396169,7861,Republic of Korea
2009-04-26,19396169,8842,Republic of Korea
2009-04-26,19396169,7861,Republic of Korea
2009-04-28,19404256,10796,U.S.
2009-04-28,19404256,2038,U.S.
2009-04-29,19401414,11977,Japan
2009-04-29,19401414,1022,NR
2009-05-01,19330027,754,U.K.
2009-05-01,19330027,754,U.K.
2009-05-03,19412176,277,NR
2009-05-03,19412176,1881,NR
2009-05-03,19412176,1166,NR
2009-05-03,19412175,2440,NR
2009-05-04,19414484,9464,Netherlands
2009-05-06,19419973,4300,Italy
2009-05-07,19421330,350,China
2009-05-07,19426955,1776,NR
2009-05-07,19426955,1776,Costa Rica
2009-05-07,19426955,5264,Barbados
2009-05-07,19426955,15339,U.K.
2009-05-07,19426955,1205,NR
2009-05-07,19421330,1666,China
2009-05-09,19430760,229,U.S.
2009-05-09,19430760,961,U.S.
2009-05-10,19430483,12889,U.K.
2009-05-10,19430482,18247,NR
2009-05-10,19430482,3219,Iceland
2009-05-10,19430483,12889,U.K.
2009-05-10,19430479,34433,NR
2009-05-10,19430479,34433,NR
2009-05-10,19430479,34433,NR
2009-05-10,19430479,29136,U.S.
2009-05-10,19430479,29136,U.S.
2009-05-10,19430479,29136,U.S.
2009-05-10,19430480,16559,U.K.
2009-05-14,19442274,322,Turkey
2009-05-15,19448189,359,U.K.
2009-05-15,19448189,1177,U.S.
2009-05-15,19448619,2560,Netherlands
2009-05-15,19448619,2979,Netherlands
2009-05-15,19448622,15297,Iceland
2009-05-17,19448621,17438,U.S.
2009-05-17,19448623,16373,U.K.
2009-05-19,19454037,1467,U.S.
2009-05-19,19454037,704,U.S.
2009-05-19,19454037,202,U.S.
2009-05-21,19461586,961,U.S.
2009-05-21,19461586,229,U.S.
2009-05-24,19465909,3463,Gambia
2009-05-24,19465909,2040,Gambia
2009-05-28,19456320,2390,U.S.
2009-05-28,19456320,1390,U.S.
2009-05-28,19478329,172,NR
2009-05-29,19478819,420,Malaysia
2009-05-29,19478819,371,Malaysia
2009-05-31,19483685,350,U.K.
2009-05-31,19483682,1196,U.S.
2009-05-31,19483682,1639,U.S.
2009-05-31,19483681,2165,U.K.
2009-05-31,19483681,2377,U.K.
2009-06-02,19488044,3244,NR
2009-06-02,19488044,2034,U.S.
2009-06-02,19488044,1015,U.S.
2009-06-06,19497516,235,NR
2009-06-08,19508968,1804,U.K.
2009-06-09,19508998,150,Netherlands
2009-06-09,19508998,334,Netherlands
2009-06-12,19525478,387,Spain
2009-06-24,19553259,3972,U.S.
2009-06-26,19557161,38580,NR
2009-06-26,19557161,102064,NR
2009-07-01,19581569,1834,Germany
2009-07-01,19571809,21751,NR
2009-07-01,19571811,20185,NR
2009-07-01,19581569,2020,Germany
2009-07-01,19567438,13615,U.K.
2009-07-04,19578179,287,NR
2009-07-04,19578179,1451,NR
2009-07-05,19578365,1524,U.K.
2009-07-05,19578366,4684,U.S.
2009-07-08,19584900,948,Germany
2009-07-09,19587794,29527,NR
2009-07-13,19597491,3049,China
2009-07-13,19597491,36137,Iceland
2009-07-13,19597492,40518,U.S.
2009-07-13,19597492,6218,Germany
2009-07-17,19609347,1017,U.S.
2009-07-17,19609347,980,NR
2009-07-20,19620980,781,U.S.
2009-07-22,19625618,857,Japan
2009-07-22,19625618,718,Japan
2009-08-01,20031604,778,U.S.
2009-08-01,19667218,94,Spain
2009-08-01,19667218,106,Spain
2009-08-02,19648919,4170,U.K.
2009-08-02,19648920,1926,U.S.
2009-08-03,19651812,4462,Finland
2009-08-03,19651812,7474,U.K.
2009-08-03,19656524,6062,U.S.
2009-08-04,19654303,3390,U.K.
2009-08-04,19654303,5470,U.K.
2009-08-04,19654303,6905,NR
2009-08-05,19664746,562,China
2009-08-05,19664746,2275,China
2009-08-13,19680635,11,U.S.
2009-08-13,19680635,129,U.S.
2009-08-13,19680635,257,U.S.
2009-08-16,19684573,871,NR
2009-08-16,19684603,19275,U.S.
2009-08-16,19684604,3305,U.K.
2009-08-16,19684573,75,NR
2009-08-16,19684573,191,NR
2009-08-18,19698717,1109,Japan
2009-08-18,19698717,2680,Japan
2009-08-26,19706858,140,NR
2009-08-26,19706858,4,NR
2009-08-26,19706858,429,NR
2009-08-26,19706858,83,NR
2009-08-28,19714249,3355,NR
2009-08-28,19714249,1000,U.S.
2009-08-28,19714205,1476,Mexico
2009-08-31,19724244,180,U.S.
2009-08-31,19724244,1682,U.S.
2009-09-01,19721433,244,U.S.
2009-09-01,19721433,494,U.S.
2009-09-01,19723657,2649,U.K.
2009-09-01,19736353,1198,Germany
2009-09-01,19736353,700,Germany
2009-09-01,19723657,1850,U.K.
2009-09-03,19729412,5758,Germany
2009-09-03,19729412,929,Germany
2009-09-03,19729612,477,NR
2009-09-03,19729612,685,NR
2009-09-06,19734900,1376,France
2009-09-06,19734903,7360,France
2009-09-09,19740415,547,NR
2009-09-10,19744961,4763,U.S.
2009-09-11,20061627,699,NR
2009-09-13,19749757,142,Japan
2009-09-13,19749757,172,Japan
2009-09-13,19749758,293,Australia
2009-09-15,19754311,2134,France
2009-09-20,19767754,37350,Iceland
2009-09-20,19767753,3748,U.K.
2009-09-20,19767753,38640,NR
2009-09-22,19772629,747,Italy
2009-09-22,19772629,440,NR
2009-09-22,19772629,857,NR
2009-09-25,19779542,1510,Japan
2009-09-25,19779542,1231,Japan
2009-09-29,19786962,186,Germany
2009-09-29,19786962,200,Germany
2009-10-08,19812673,1553,NR
2009-10-08,19812673,5265,NR
2009-10-08,19812673,954,NR
2009-10-11,19820697,9316,Germany
2009-10-11,19820697,9316,Germany
2009-10-11,19820699,3470,NR
2009-10-11,19820699,4818,Australia
2009-10-11,19820698,6721,U.K.
2009-10-11,19820698,5187,U.K.
2009-10-11,19820698,9685,U.K.
2009-10-18,19838193,2252,China
2009-10-18,19838193,10202,China
2009-10-19,19850125,293,Republic of Korea
2009-10-19,19846067,183,U.S.
2009-10-19,19846067,241,U.S.
2009-10-19,19846067,1067,U.S.
2009-10-19,19850125,37,Republic of Korea
2009-10-22,19853236,3477,NR
2009-10-22,19853236,2538,NR
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,2538,NR
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,2538,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,2538,NR
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,2538,NR
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,2538,NR
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,3477,NR
2009-10-22,19853236,2538,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,3477,NR
2009-10-22,19853236,2538,NR
2009-10-22,19853236,2538,NR
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,2538,NR
2009-10-22,19853236,3477,NR
2009-10-22,19853236,2538,NR
2009-10-22,19853236,2538,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,2538,NR
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-22,19853236,3477,NR
2009-10-22,19853236,1543,Australia
2009-10-23,20029952,1265,U.S.
2009-10-23,20029952,163,U.S.
2009-10-27,19875103,214,U.S.
2009-10-27,19875103,103,U.S.
2009-10-27,19875103,421,U.S.
2009-10-29,19874204,983,U.S.
2009-10-29,19874204,2557,NR
2009-10-29,19875614,1304,NR
2009-10-29,19875614,1382,NR
2009-10-30,19880490,569,NR
2009-11-01,19838195,9169,U.S.
2009-11-01,19929986,1096,NR
2009-11-04,19896111,20985,NR
2009-11-05,19890347,76,Romania
2009-11-06,19893584,8842,Republic of Korea
2009-11-06,19897590,1255,Germany
2009-11-06,19897590,496,Netherlands
2009-11-09,19901119,5,U.S.
2009-11-09,19901119,73,U.S.
2009-11-09,19901119,41,U.S.
2009-11-09,19901119,315,U.S.
2009-11-09,19901119,206,U.S.
2009-11-10,20039944,1954,U.K.
2009-11-10,19902172,229,U.S.
2009-11-10,19910028,2237,U.K.
2009-11-10,20039944,1200,U.K.
2009-11-10,19902172,814,U.S.
2009-11-10,19910028,5205,U.S.
2009-11-15,19915576,16686,Japan
2009-11-15,19915574,6818,NR
2009-11-15,19915572,7778,U.K.
2009-11-15,19915573,1310,Japan
2009-11-15,19915573,1473,Japan
2009-11-15,19915576,3509,Japan
2009-11-15,19915572,7139,U.K.
2009-11-19,20183929,618,NR
2009-11-19,20183929,174,NR
2009-11-20,19936222,17296,NR
2009-11-20,19936222,2700,NR
2009-11-25,19944697,583,Norway
2009-11-30,19950302,3854,U.S.
2009-11-30,19950302,690,Republic of Korea
2009-12-01,19954339,60,Republic of Korea
2009-12-06,19966805,13276,NR
2009-12-11,20175129,987,U.S.
2009-12-11,20175129,2118,China
2009-12-11,20175129,1488,U.S.
2009-12-13,20012890,1462,U.K.
2009-12-13,20010835,16178,NR
2009-12-13,20010835,20890,NR
2009-12-13,20012890,3494,U.K.
2009-12-16,20018961,1931,China
2009-12-16,20018961,9209,China
2009-12-16,20018918,848,NR
2009-12-16,20018918,305,NR
2009-12-16,20018918,113,Thailand
2009-12-20,20023658,1717,Germany
2009-12-23,20032318,2781,NR
2009-12-23,20032318,3712,NR
2009-12-24,20041166,2362,U.S.
2009-12-27,20037589,1029,Germany
2009-12-29,20038947,7385,Netherlands
2009-12-29,20038948,333,Switzerland
2009-12-31,20045101,2538,Australia
2009-12-31,20045101,2538,Australia
2009-12-31,20045101,2538,Australia
2009-12-31,20044523,1822,NR
2009-12-31,20045101,2538,Australia
2009-12-31,20045101,2538,Australia
