Date	PUBMEDID	N	Cleaned Country
2009-02-03	19188921	840	United States
2009-02-05	19196962	527	China
2009-02-05	19196962	700	China
2009-02-06	19197348	2906	Micronesia, Federated States of
2009-02-06	19198613	37388	Iceland
2009-02-08	19198610	5212	Korea, South
2009-02-08	19198611	4864	United Kingdom
2009-02-08	19198610	9392	Iceland
2009-02-08	19198612	2520	Germany
2009-02-12	19221038	1601	Germany
2009-02-15	19219042	3027	China
2009-02-15	19219042	7502	China
2009-02-15	19219042	3057	United States
2009-02-15	19389651	1262	Micronesia, Federated States of
2009-02-25	19249006	908	Trinidad and Tobago
2009-02-25	19249006	3655	China
2009-02-25	19249006	1000	United States
2009-02-25	19249006	4925	United States
2009-03-02	19259986	804	Japan
2009-03-02	19259986	214	Japan
2009-03-04	19268274	3460	United States
2009-03-04	19268274	973	United States
2009-03-04	19268276	249	Netherlands
2009-03-04	19268274	2955	China
2009-03-08	19270707	607	Germany
2009-03-10	19278955	1647	France
2009-03-10	19278955	3237	France
2009-03-13	19282985	1616	United States
2009-03-13	19282985	1387	China
2009-03-13	19282985	477	United States
2009-03-14	19287509	531	United States
2009-03-18	19303062	686	Italy
2009-03-20	19300500	835	United States
2009-03-20	19300500	7691	United States
2009-03-20	19300482	1633	Norway
2009-03-20	19304780	954	Germany
2009-03-20	19300499	1053	Sweden
2009-03-20	19300499	588	Sweden
2009-04-01	20031579	4221	Italy
2009-04-02	19340012	2287	United States
2009-04-02	19340012	870	United States
2009-04-05	19403135	5981	Japan
2009-04-05	19403135	266	Japan
2009-04-06	19349983	854	Thailand
2009-04-06	19349984	3011	Germany
2009-04-06	19349983	1113	Japan
2009-04-06	19349983	4420	Japan
2009-04-08	19359265	1625	United Kingdom
2009-04-08	19359265	1165	United Kingdom
2009-04-14	19367585	314	United States
2009-04-14	19367585	2	United States
2009-04-15	19369658	3004	United States
2009-04-26	19396169	8842	Korea, South
2009-04-26	19396169	7861	Korea, South
2009-04-26	19396169	8842	Korea, South
2009-04-26	19396169	7861	Korea, South
2009-04-28	19404256	2038	United States
2009-04-28	19404256	10796	United States
2009-04-29	19401414	11977	Japan
2009-05-01	19330027	754	United Kingdom
2009-05-01	19330027	754	United Kingdom
2009-05-04	19414484	9464	Netherlands
2009-05-06	19419973	4300	Italy
2009-05-07	19426955	1776	Costa Rica
2009-05-07	19421330	1666	China
2009-05-07	19426955	15339	United Kingdom
2009-05-07	19421330	350	China
2009-05-07	19426955	5264	Barbados
2009-05-09	19430760	961	United States
2009-05-09	19430760	229	United States
2009-05-10	19430483	12889	United Kingdom
2009-05-10	19430479	29136	United States
2009-05-10	19430479	29136	United States
2009-05-10	19430482	3219	Iceland
2009-05-10	19430479	29136	United States
2009-05-10	19430480	16559	United Kingdom
2009-05-10	19430483	12889	United Kingdom
2009-05-14	19442274	322	Turkey
2009-05-15	19448622	15297	Iceland
2009-05-15	19448619	2560	Netherlands
2009-05-15	19448619	2979	Netherlands
2009-05-15	19448189	359	United Kingdom
2009-05-15	19448189	1177	United States
2009-05-17	19448621	17438	United States
2009-05-17	19448623	16373	United Kingdom
2009-05-19	19454037	202	United States
2009-05-19	19454037	1467	United States
2009-05-19	19454037	704	United States
2009-05-21	19461586	961	United States
2009-05-21	19461586	229	United States
2009-05-24	19465909	3463	Gambia, The
2009-05-24	19465909	2040	Gambia, The
2009-05-28	19456320	1390	United States
2009-05-28	19456320	2390	United States
2009-05-29	19478819	420	Malaysia
2009-05-29	19478819	371	Malaysia
2009-05-31	19483685	350	United Kingdom
2009-05-31	19483682	1639	United States
2009-05-31	19483681	2165	United Kingdom
2009-05-31	19483681	2377	United Kingdom
2009-05-31	19483682	1196	United States
2009-06-02	19488044	2034	United States
2009-06-02	19488044	1015	United States
2009-06-08	19508968	1804	United Kingdom
2009-06-09	19508998	334	Netherlands
2009-06-09	19508998	150	Netherlands
2009-06-12	19525478	387	Spain
2009-06-24	19553259	3972	United States
2009-07-01	19567438	13615	United Kingdom
2009-07-01	19581569	2020	Germany
2009-07-01	19581569	1834	Germany
2009-07-05	19578366	4684	United States
2009-07-05	19578365	1524	United Kingdom
2009-07-08	19584900	948	Germany
2009-07-13	19597491	3049	China
2009-07-13	19597491	36137	Iceland
2009-07-13	19597492	40518	United States
2009-07-13	19597492	6218	Germany
2009-07-17	19609347	1017	United States
2009-07-20	19620980	781	United States
2009-07-22	19625618	857	Japan
2009-07-22	19625618	718	Japan
2009-08-01	19667218	106	Spain
2009-08-01	19667218	94	Spain
2009-08-01	20031604	778	United States
2009-08-02	19648920	1926	United States
2009-08-02	19648919	4170	United Kingdom
2009-08-03	19656524	6062	United States
2009-08-03	19651812	4462	Finland
2009-08-03	19651812	7474	United Kingdom
2009-08-04	19654303	3390	United Kingdom
2009-08-04	19654303	5470	United Kingdom
2009-08-05	19664746	562	China
2009-08-05	19664746	2275	China
2009-08-13	19680635	257	United States
2009-08-13	19680635	129	United States
2009-08-13	19680635	11	United States
2009-08-16	19684604	3305	United Kingdom
2009-08-16	19684603	19275	United States
2009-08-18	19698717	2680	Japan
2009-08-18	19698717	1109	Japan
2009-08-28	19714205	1476	Mexico
2009-08-28	19714249	1000	United States
2009-08-31	19724244	1682	United States
2009-08-31	19724244	180	United States
2009-09-01	19723657	1850	United Kingdom
2009-09-01	19721433	244	United States
2009-09-01	19721433	494	United States
2009-09-01	19723657	2649	United Kingdom
2009-09-01	19736353	700	Germany
2009-09-01	19736353	1198	Germany
2009-09-03	19729412	5758	Germany
2009-09-03	19729412	929	Germany
2009-09-06	19734900	1376	France
2009-09-06	19734903	7360	France
2009-09-10	19744961	4763	United States
2009-09-13	19749758	293	Australia
2009-09-13	19749757	142	Japan
2009-09-13	19749757	172	Japan
2009-09-15	19754311	2134	France
2009-09-20	19767754	37350	Iceland
2009-09-20	19767753	3748	United Kingdom
2009-09-22	19772629	747	Italy
2009-09-25	19779542	1510	Japan
2009-09-25	19779542	1231	Japan
2009-09-29	19786962	186	Germany
2009-09-29	19786962	200	Germany
2009-10-11	19820698	9685	United Kingdom
2009-10-11	19820698	5187	United Kingdom
2009-10-11	19820699	4818	Australia
2009-10-11	19820698	6721	United Kingdom
2009-10-11	19820697	9316	Germany
2009-10-11	19820697	9316	Germany
2009-10-18	19838193	10202	China
2009-10-18	19838193	2252	China
2009-10-19	19846067	183	United States
2009-10-19	19850125	293	Korea, South
2009-10-19	19850125	37	Korea, South
2009-10-19	19846067	1067	United States
2009-10-19	19846067	241	United States
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-22	19853236	1543	Australia
2009-10-23	20029952	163	United States
2009-10-23	20029952	1265	United States
2009-10-27	19875103	103	United States
2009-10-27	19875103	214	United States
2009-10-27	19875103	421	United States
2009-10-29	19874204	983	United States
2009-11-01	19838195	9169	United States
2009-11-05	19890347	76	Romania
2009-11-06	19897590	1255	Germany
2009-11-06	19893584	8842	Korea, South
2009-11-06	19897590	496	Netherlands
2009-11-09	19901119	73	United States
2009-11-09	19901119	315	United States
2009-11-09	19901119	206	United States
2009-11-09	19901119	41	United States
2009-11-09	19901119	5	United States
2009-11-10	20039944	1200	United Kingdom
2009-11-10	20039944	1954	United Kingdom
2009-11-10	19910028	5205	United States
2009-11-10	19902172	814	United States
2009-11-10	19902172	229	United States
2009-11-10	19910028	2237	United Kingdom
2009-11-15	19915572	7778	United Kingdom
2009-11-15	19915576	16686	Japan
2009-11-15	19915572	7139	United Kingdom
2009-11-15	19915576	3509	Japan
2009-11-15	19915573	1310	Japan
2009-11-15	19915573	1473	Japan
2009-11-25	19944697	583	Norway
2009-11-30	19950302	690	Korea, South
2009-11-30	19950302	3854	United States
2009-12-01	19954339	60	Korea, South
2009-12-11	20175129	987	United States
2009-12-11	20175129	1488	United States
2009-12-11	20175129	2118	China
2009-12-13	20012890	3494	United Kingdom
2009-12-13	20012890	1462	United Kingdom
2009-12-16	20018918	113	Thailand
2009-12-16	20018961	9209	China
2009-12-16	20018961	1931	China
2009-12-20	20023658	1717	Germany
2009-12-24	20041166	2362	United States
2009-12-27	20037589	1029	Germany
2009-12-29	20038947	7385	Netherlands
2009-12-29	20038948	333	Switzerland
2009-12-31	20045101	2538	Australia
2009-12-31	20044523	644	United States
2009-12-31	20045101	2538	Australia
2009-12-31	20045101	2538	Australia
2009-12-31	20045101	2538	Australia
2009-12-31	20045101	2538	Australia
2009-12-31	20045101	2538	Australia
2010-01-01	20009918	177	United States
2010-01-08	20066028	656	Sweden
2010-01-08	20072603	906	China
2010-01-08	20072603	700	China
2010-01-10	20062061	5370	United Kingdom
2010-01-10	20062063	12670	Iceland
2010-01-10	20062063	10352	Iceland
2010-01-10	20062061	6543	United Kingdom
2010-01-10	20062061	6243	United Kingdom
2010-01-12	20066004	400	China
2010-01-12	20066004	623	China
2010-01-13	20068591	347	Finland
2010-01-17	20081856	15754	Germany
2010-01-20	20096396	4185	China
2010-01-20	20096396	13913	United Kingdom
2010-01-24	20101243	126	China
2010-02-02	20125088	2656	United States
2010-02-03	20125193	74	United States
2010-02-03	20125193	7	United States
2010-02-03	20125193	167	United States
2010-02-03	20125193	813	United States
2010-02-07	20139977	2917	United Kingdom
2010-02-12	20169177	1798	China
2010-02-12	20169177	833	Thailand
2010-02-12	20159113	204	Finland
2010-02-12	20159113	4601	United States
2010-02-13	20154341	1786	Philippines
2010-02-13	20154341	1679	Philippines
2010-02-15	20064070	156	United States
2010-02-15	20064070	590	United States
2010-02-17	20171287	740	United States
2010-02-19	20174558	1889	China
2010-02-19	20174558	3276	China
2010-02-21	20173735	100	United States
2010-02-21	20173747	4771	Germany
2010-02-21	20173748	4320	Norway
2010-02-21	20173735	198	United States
2010-02-21	20173747	14179	Germany
2010-02-21	20173735	988	United States
2010-02-22	20147318	1005	United States
2010-02-22	20147318	518	United States
2010-02-22	20167575	1504	United States
2010-02-22	20167575	875	Cyprus
2010-02-23	20185149	506	Norway
2010-02-25	20189245	93	Korea, South
2010-02-26	20189936	19633	Japan
2010-03-01	20197096	742	United States
2010-03-01	20487506	226	Malawi
2010-03-01	20201924	1399	United States
2010-03-01	20201924	485	United States
2010-03-01	20197096	742	United States
2010-03-01	20235792	324	United Kingdom
2010-03-02	20202923	2668	United States
2010-03-02	20202923	1845	Germany
2010-03-02	20195266	214	United States
2010-03-02	20202923	1161	United States
2010-03-02	20195266	103	United States
2010-03-02	20195266	421	United States
2010-03-08	20212171	352	Spain
2010-03-14	20228798	2746	Germany
2010-03-15	20231535	7604	Sweden
2010-03-15	20231535	7604	United States
2010-03-15	20231535	15279	United States
2010-03-15	20231535	15422	United States
2010-03-15	20231535	7604	Sweden
2010-03-15	20231535	23608	United States
2010-03-17	20237162	858	United States
2010-03-18	20303062	3659	United Kingdom
2010-03-18	20304771	3791	Netherlands
2010-03-18	20305777	4295	Japan
2010-03-18	20305777	514	Japan
2010-03-18	20303064	1431	United Kingdom
2010-03-19	20304703	26	United States
2010-03-19	20304703	1299	United States
2010-03-19	20304703	728	United States
2010-03-19	20304703	219	United States
2010-03-21	20306291	2619	United Kingdom
2010-03-21	20306291	860	United Kingdom
2010-03-22	20339536	3928	United States
2010-03-23	20332263	4335	United Kingdom
2010-03-25	20360844	19611	United States
2010-03-29	20350937	1021	Belarus
2010-03-30	20351715	1695	Netherlands
2010-03-30	20351715	3456	Netherlands
2010-04-01	20397748	11536	Australia
2010-04-01	20397748	11536	Australia
2010-04-02	20363506	660	Japan
2010-04-04	20364137	4777	Japan
2010-04-04	20364137	15295	Finland
2010-04-06	20372150	746	Netherlands
2010-04-12	20385819	3307	United States
2010-04-13	20386566	2000	China
2010-04-13	20386566	1409	China
2010-04-15	20395239	1368	Australia
2010-04-15	20395239	1368	Australia
2010-04-15	20395239	848	United Kingdom
2010-04-15	20395239	1368	Australia
2010-04-15	20395239	1368	Australia
2010-04-15	20395239	848	United Kingdom
2010-04-15	20395239	848	United Kingdom
2010-04-15	20395239	848	United Kingdom
2010-04-15	20205591	515	United States
2010-04-16	20400458	743	United States
2010-04-21	20410501	4021	United Kingdom
2010-04-23	20418489	5643	United States
2010-04-26	20421499	1893	United States
2010-04-26	20421499	2876	United Kingdom
2010-04-26	20421487	322	United States
2010-04-26	20421487	185	United Kingdom
2010-05-02	20436469	825	United States
2010-05-02	20436469	322	India
2010-05-05	20451256	10693	Iceland
2010-05-05	20451256	760	Norway
2010-05-05	20445134	2895	United States
2010-05-09	20453841	5683	Japan
2010-05-09	20453841	22127	Japan
2010-05-09	20453838	8556	United Kingdom
2010-05-09	20453840	3780	Italy
2010-05-09	20453840	1754	Italy
2010-05-11	20460270	214	China
2010-05-11	20460270	762	China
2010-05-16	20463881	5951	Netherlands
2010-05-17	20484958	190	United States
2010-05-30	20512145	3477	China
2010-05-30	20512145	7407	China
2010-06-01	20520587	225	United States
2010-06-01	20463552	245	China
2010-06-01	20463552	183	China
2010-06-01	20520587	350	United States
2010-06-01	20516156	3230	United Kingdom
2010-06-06	20526339	2546	China
2010-06-06	20526339	17363	China
2010-06-06	20526338	840	United States
2010-06-07	20529992	2917	Germany
2010-06-07	20529992	1495	Germany
2010-06-07	20528957	455	Norway
2010-06-07	20528957	755	United States
2010-06-08	20532800	942	United States
2010-06-08	20532800	699	United States
2010-06-10	20548946	4455	Netherlands
2010-06-10	20548944	7721	United Kingdom
2010-06-10	20548946	7360	Netherlands
2010-06-10	20548946	7360	Netherlands
2010-06-10	20548946	4455	Netherlands
2010-06-13	20543847	5926	United Kingdom
2010-06-13	20543847	4120	United Kingdom
2010-06-17	20558996	37	Italy
2010-06-22	20570966	1531	United States
2010-06-22	20570966	4099	United States
2010-06-22	20534544	35	China
2010-06-22	20534544	161	China
2010-06-24	20585626	4157	China
2010-06-26	20600896	961	United States
2010-06-26	20600896	229	United States
2010-06-27	20585324	1257	United States
2010-06-27	20585324	2698	United States
2010-06-27	20585324	1257	United States
2010-06-27	20585324	2698	United States
2010-06-30	20592726	33	United States
2010-06-30	20592726	99	United States
2010-06-30	20592726	21	United States
2010-06-30	20592726	24	United States
2010-06-30	20592726	4	United States
2010-06-30	20592726	211	United States
2010-06-30	20592726	46	United States
2010-06-30	20592726	2	United States
2010-06-30	20592726	40	United States
2010-06-30	20592726	5	United States
2010-07-01	20664687	758	China
2010-07-01	20595679	5411	United Kingdom
2010-07-02	20610895	2239	Japan
2010-07-02	20610895	1553	Japan
2010-07-04	20601957	4458	Japan
2010-07-04	20601957	2741	Japan
2010-07-07	20610541	1634	Germany
2010-07-08	20613766	1398	Japan
2010-07-08	20613766	482	Japan
2010-07-09	20634892	2235	Switzerland
2010-07-09	20634892	2235	Switzerland
2010-07-11	20622880	972	Netherlands
2010-07-11	20622878	1479	Korea, South
2010-07-11	20622879	1348	Japan
2010-07-11	20622880	537	Netherlands
2010-07-11	20622879	259	Korea, South
2010-07-11	20622878	2493	Turkey
2010-07-13	20637204	470	Japan
2010-07-13	20637204	453	Japan
2010-07-16	20639394	1096	Korea, South
2010-07-16	20639394	8841	Korea, South
2010-07-17	20602913	1810	Australia
2010-07-18	20639881	1431	United States
2010-07-18	20639880	4187	Canada
2010-07-18	20639880	1398	Italy
2010-07-22	20661308	3947	United Kingdom
2010-07-22	20661308	4126	Iceland
2010-07-26	20659327	173	United States
2010-07-26	20659327	36	United States
2010-07-26	20659327	20	United States
2010-07-26	20659327	85	United States
2010-07-26	20662065	3467	United States
2010-07-26	20659327	280	United States
2010-07-26	20659327	32	United States
2010-07-26	20659327	16	United States
2010-07-28	20668430	1592	United States
2010-07-28	20668430	1815	United States
2010-07-29	20668459	518	Korea, South
2010-07-29	20686608	6200	Japan
2010-07-29	20686651	38765	Iceland
2010-07-29	20673876	1892	Germany
2010-07-29	20673876	950	Germany
2010-07-31	20675712	73	United States
2010-07-31	20675712	1457	Australia
2010-08-01	20676098	8416	Japan
2010-08-01	20676096	3869	China
2010-08-01	20707712	6707	Australia
2010-08-01	20676098	4969	Japan
2010-08-01	20014019	94	United States
2010-08-05	20700438	1169	China
2010-08-05	20700443	15366	United States
2010-08-05	20700443	8463	Germany
2010-08-08	20694013	5178	United Kingdom
2010-08-13	20709820	2383	Norway
2010-08-15	20711176	2892	Japan
2010-08-15	20711176	1122	Japan
2010-08-15	20711177	3986	United States
2010-08-18	20719862	1445	Croatia
2010-08-22	20729853	19526	China
2010-08-22	20729853	2810	China
2010-08-22	20729852	5623	China
2010-08-27	20801718	902	Finland
2010-09-01	20808326	1413	Italy
2010-09-05	20818381	7541	Japan
2010-09-08	20832056	3417	United Kingdom
2010-09-08	20832056	3962	Japan
2010-09-08	20832056	1108	Japan
2010-09-09	20838585	525	United States
2010-09-09	20838585	525	United States
2010-09-09	20838585	2442	Finland
2010-09-09	20838585	2442	Finland
2010-09-10	20826269	2014	United Kingdom
2010-09-10	20833655	444	Japan
2010-09-10	20826269	1093	Australia
