,Broader,parentterm,Year,InitialN,InitialCount,ReplicationN,ReplicationCount,InitialAssociationSum
33,Other/Mixed,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
34,Other/Mixed,Body measurement,2008,0.0,0.0,0.0,0.0,0.0
35,Other/Mixed,Liver enzyme measurement,2008,0.0,0.0,0.0,0.0,0.0
36,Asian,All,2008,0.978654011763197,4.661016949152542,4.283492557209509,8.241758241758241,1.631116687578419
37,Asian,Neurological disorder,2008,1.3843846985388988,5.405405405405405,8.55,15.789473684210526,0.5617977528089888
38,Asian,Metabolic disorder,2008,6.866362204096285,16.666666666666664,13.3,13.333333333333334,7.4074074074074066
39,Asian,Other disease,2008,0.0,0.0,0.0,0.0,0.0
40,Asian,Cardiovascular disease,2008,0.0,0.0,4.67,50.0,0.0
41,Asian,Lipid or lipoprotein measurement,2008,1.6679624640642234,7.4074074074074066,4.16,10.0,3.319502074688797
42,Asian,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
43,Asian,Cardiovascular measurement,2008,0.0,0.0,0.0,0.0,0.0
44,Asian,Biological process,2008,0.0,0.0,0.0,0.0,0.0
45,Asian,Other measurement,2008,0.15115789885628747,1.9230769230769231,1.4,4.545454545454546,0.25125628140703515
46,Asian,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
47,Asian,Cancer,2008,0.776460391995283,4.545454545454546,4.59,10.526315789473683,1.6666666666666667
48,Asian,Other trait,2008,0.0,0.0,0.0,0.0,0.0
49,Asian,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
50,Asian,Response to drug,2008,1.203912716328066,9.090909090909092,0.0,0.0,15.789473684210526
51,Asian,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
52,Asian,Body measurement,2008,1.2133951177566522,14.285714285714285,3.76,13.333333333333334,2.824858757062147
53,Asian,Liver enzyme measurement,2008,0.0,0.0,39.6,33.33333333333333,0.0
54,Hispanic or Latin American,All,2008,0.002931637869432178,0.847457627118644,0.0,0.0,0.18820577164366373
55,Hispanic or Latin American,Neurological disorder,2008,0.039520637909590726,2.7027027027027026,0.0,0.0,1.1235955056179776
56,Hispanic or Latin American,Metabolic disorder,2008,0.0,0.0,0.0,0.0,0.0
57,Hispanic or Latin American,Other disease,2008,0.0,0.0,0.0,0.0,0.0
58,Hispanic or Latin American,Cardiovascular disease,2008,0.0,0.0,0.0,0.0,0.0
59,Hispanic or Latin American,Lipid or lipoprotein measurement,2008,0.0,0.0,0.0,0.0,0.0
60,Hispanic or Latin American,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
61,Hispanic or Latin American,Cardiovascular measurement,2008,0.0,0.0,0.0,0.0,0.0
62,Hispanic or Latin American,Biological process,2008,0.0,0.0,0.0,0.0,0.0
63,Hispanic or Latin American,Other measurement,2008,0.0,0.0,0.0,0.0,0.0
64,Hispanic or Latin American,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
65,Hispanic or Latin American,Cancer,2008,0.004262362627604481,4.545454545454546,0.0,0.0,1.6666666666666667
66,Hispanic or Latin American,Other trait,2008,0.0,0.0,0.0,0.0,0.0
67,Hispanic or Latin American,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
68,Hispanic or Latin American,Response to drug,2008,0.0,0.0,0.0,0.0,0.0
69,Hispanic or Latin American,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
70,Hispanic or Latin American,Body measurement,2008,0.0,0.0,0.0,0.0,0.0
71,Hispanic or Latin American,Liver enzyme measurement,2008,0.0,0.0,0.0,0.0,0.0
72,African American or Afro-Caribbean,All,2008,0.30994741374571705,3.389830508474576,1.1038287787898984,3.8461538461538463,3.82685069008783
73,African American or Afro-Caribbean,Neurological disorder,2008,0.5370157268891446,5.405405405405405,0.3,5.263157894736842,4.49438202247191
74,African American or Afro-Caribbean,Metabolic disorder,2008,0.0,0.0,2.0,6.666666666666667,0.0
75,African American or Afro-Caribbean,Other disease,2008,0.0,0.0,0.0,0.0,0.0
76,African American or Afro-Caribbean,Cardiovascular disease,2008,0.0,0.0,0.0,0.0,0.0
77,African American or Afro-Caribbean,Lipid or lipoprotein measurement,2008,0.0,0.0,0.0,0.0,0.0
78,African American or Afro-Caribbean,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
79,African American or Afro-Caribbean,Cardiovascular measurement,2008,0.0,0.0,0.0,0.0,0.0
80,African American or Afro-Caribbean,Biological process,2008,0.0,0.0,0.0,0.0,0.0
81,African American or Afro-Caribbean,Other measurement,2008,0.2837268004422225,1.9230769230769231,1.87,6.8181818181818175,3.5175879396984926
82,African American or Afro-Caribbean,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
83,African American or Afro-Caribbean,Cancer,2008,0.0014207875425348271,4.545454545454546,0.0,0.0,1.6666666666666667
84,African American or Afro-Caribbean,Other trait,2008,0.0,0.0,0.0,0.0,0.0
85,African American or Afro-Caribbean,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
86,African American or Afro-Caribbean,Response to drug,2008,21.44469525959368,18.181818181818183,0.0,0.0,18.421052631578945
87,African American or Afro-Caribbean,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
88,African American or Afro-Caribbean,Body measurement,2008,0.8525368483329597,14.285714285714285,1.82,13.333333333333334,17.51412429378531
89,African American or Afro-Caribbean,Liver enzyme measurement,2008,0.0,0.0,0.0,0.0,0.0
90,African,All,2008,0.0,0.0,0.0,0.0,0.0
91,African,Neurological disorder,2008,0.0,0.0,0.0,0.0,0.0
92,African,Metabolic disorder,2008,0.0,0.0,0.0,0.0,0.0
93,African,Other disease,2008,0.0,0.0,0.0,0.0,0.0
94,African,Cardiovascular disease,2008,0.0,0.0,0.0,0.0,0.0
95,African,Lipid or lipoprotein measurement,2008,0.0,0.0,0.0,0.0,0.0
96,African,Digestive system disorder,2008,0.0,0.0,0.0,0.0,0.0
97,African,Cardiovascular measurement,2008,0.0,0.0,0.0,0.0,0.0
98,African,Biological process,2008,0.0,0.0,0.0,0.0,0.0
99,African,Other measurement,2008,0.0,0.0,0.0,0.0,0.0
100,African,Immune system disorder,2008,0.0,0.0,0.0,0.0,0.0
101,African,Cancer,2008,0.0,0.0,0.0,0.0,0.0
102,African,Other trait,2008,0.0,0.0,0.0,0.0,0.0
103,African,Inflammatory measurement,2008,0.0,0.0,0.0,0.0,0.0
104,African,Response to drug,2008,0.0,0.0,0.0,0.0,0.0
105,African,Hematological measurement,2008,0.0,0.0,0.0,0.0,0.0
106,African,Body measurement,2008,0.0,0.0,0.0,0.0,0.0
107,African,Liver enzyme measurement,2008,0.0,0.0,0.0,0.0,0.0
108,European,All,2009,90.33011685596928,72.94117647058823,83.31933046410026,68.63468634686348,67.06273764258555
109,European,Neurological disorder,2009,85.94287780187997,58.97435897435898,78.99,65.51724137931035,48.38709677419355
110,European,Metabolic disorder,2009,98.50712427504237,80.0,92.52,77.77777777777779,91.76470588235294
111,European,Other disease,2009,94.67301862278042,78.94736842105263,70.78,61.111111111111114,90.78947368421053
112,European,Cardiovascular disease,2009,98.72034874587632,71.42857142857143,88.38,58.82352941176471,90.32258064516128
113,European,Lipid or lipoprotein measurement,2009,84.68298807281857,50.0,44.88,50.0,44.44444444444444
114,European,Digestive system disorder,2009,74.46755355692962,50.0,54.63,44.44444444444444,53.57142857142857
115,European,Cardiovascular measurement,2009,91.21776674769247,84.21052631578947,84.59,66.66666666666666,88.88888888888889
116,European,Biological process,2009,98.298843802931,80.0,88.57,62.5,96.42857142857143
117,European,Other measurement,2009,89.41842625476382,81.81818181818183,88.82,73.58490566037736,66.78321678321679
118,European,Immune system disorder,2009,89.6047920449339,77.77777777777779,60.72,66.66666666666666,81.20805369127517
119,European,Cancer,2009,97.39052761524334,81.81818181818183,83.51,74.19354838709677,79.19463087248322
120,European,Other trait,2009,96.45793673295799,66.66666666666666,57.51,57.14285714285714,97.77777777777777
121,European,Inflammatory measurement,2009,28.226931056766773,57.14285714285714,23.79,66.66666666666666,5.0
122,European,Response to drug,2009,75.9612846458425,46.15384615384615,77.63,66.66666666666666,34.234234234234236
123,European,Hematological measurement,2009,95.6141008344576,93.54838709677419,90.8,84.84848484848484,95.83333333333334
124,European,Body measurement,2009,69.83095325277677,64.28571428571429,54.34,50.0,56.11510791366906
125,European,Liver enzyme measurement,2009,81.79650238473768,50.0,55.57,50.0,100.0
126,Other/Mixed,All,2009,2.8119078763929486,6.470588235294119,3.879481369860044,5.166051660516605,12.595057034220533
127,Other/Mixed,Neurological disorder,2009,5.361532899493854,12.82051282051282,4.56,10.344827586206897,18.433179723502306
128,Other/Mixed,Metabolic disorder,2009,0.0,0.0,0.0,0.0,0.0
129,Other/Mixed,Other disease,2009,0.0,0.0,2.81,5.555555555555555,0.0
130,Other/Mixed,Cardiovascular disease,2009,0.21076608891448917,7.142857142857142,1.26,5.88235294117647,0.0
131,Other/Mixed,Lipid or lipoprotein measurement,2009,11.379647067029365,25.0,0.0,0.0,53.96825396825397
132,Other/Mixed,Digestive system disorder,2009,0.0,0.0,0.0,0.0,0.0
133,Other/Mixed,Cardiovascular measurement,2009,1.0726002481769197,5.263157894736842,0.01,6.666666666666667,5.185185185185185
134,Other/Mixed,Biological process,2009,0.0,0.0,1.16,12.5,0.0
135,Other/Mixed,Other measurement,2009,2.6322005153750725,3.0303030303030303,0.0,0.0,7.167832167832168
136,Other/Mixed,Immune system disorder,2009,0.0,0.0,7.12,6.666666666666667,0.0
137,Other/Mixed,Cancer,2009,0.039142085771350005,3.0303030303030303,11.36,9.67741935483871,8.053691275167784
138,Other/Mixed,Other trait,2009,0.0,0.0,0.0,0.0,0.0
139,Other/Mixed,Inflammatory measurement,2009,70.99418387129688,28.57142857142857,71.18,16.666666666666664,95.0
140,Other/Mixed,Response to drug,2009,16.137263528376593,26.923076923076923,21.32,22.22222222222222,27.027027027027028
141,Other/Mixed,Hematological measurement,2009,0.0,0.0,0.0,0.0,0.0
142,Other/Mixed,Body measurement,2009,2.955775255299239,7.142857142857142,0.0,0.0,23.741007194244602
143,Other/Mixed,Liver enzyme measurement,2009,0.0,0.0,0.0,0.0,0.0
144,Asian,All,2009,5.907280742093796,11.470588235294118,10.637121515995794,15.498154981549817,14.733840304182511
145,Asian,Neurological disorder,2009,5.398409255242227,17.94871794871795,16.2,17.24137931034483,22.119815668202765
146,Asian,Metabolic disorder,2009,1.2195995131148714,10.0,6.92,11.11111111111111,8.235294117647058
147,Asian,Other disease,2009,1.1940852564499165,10.526315789473683,0.28,5.555555555555555,7.894736842105263
148,Asian,Cardiovascular disease,2009,0.4032046918364141,14.285714285714285,7.23,17.647058823529413,3.225806451612903
149,Asian,Lipid or lipoprotein measurement,2009,3.1387319522912747,12.5,36.01,25.0,1.5873015873015872
150,Asian,Digestive system disorder,2009,11.129848229342327,25.0,29.02,44.44444444444444,14.285714285714285
151,Asian,Cardiovascular measurement,2009,7.515001104897244,5.263157894736842,11.68,6.666666666666667,5.9259259259259265
152,Asian,Biological process,2009,0.0,0.0,0.0,0.0,0.0
153,Asian,Other measurement,2009,7.537839212340063,10.606060606060606,10.58,18.867924528301888,25.874125874125873
154,Asian,Immune system disorder,2009,10.395207955066093,22.22222222222222,32.16,26.666666666666668,18.79194630872483
155,Asian,Cancer,2009,2.543733753525297,12.121212121212121,5.13,16.129032258064516,4.697986577181208
156,Asian,Other trait,2009,2.6145246871076187,16.666666666666664,19.53,14.285714285714285,2.2222222222222223
157,Asian,Inflammatory measurement,2009,0.0,0.0,0.0,0.0,0.0
158,Asian,Response to drug,2009,0.04399472063352398,3.8461538461538463,0.0,0.0,9.45945945945946
159,Asian,Hematological measurement,2009,4.032795349689368,3.225806451612903,8.98,12.121212121212121,1.6666666666666667
160,Asian,Body measurement,2009,26.98034907848163,21.428571428571427,43.03,33.33333333333333,20.14388489208633
161,Asian,Liver enzyme measurement,2009,0.0,0.0,0.0,0.0,0.0
162,Hispanic or Latin American,All,2009,0.32012042652177336,4.411764705882353,0.7108940515811498,5.166051660516605,0.5703422053231939
163,Hispanic or Latin American,Neurological disorder,2009,0.0,0.0,0.0,0.0,0.0
164,Hispanic or Latin American,Metabolic disorder,2009,0.27327621184276474,10.0,0.56,11.11111111111111,0.0
165,Hispanic or Latin American,Other disease,2009,1.8263936150467115,5.263157894736842,3.66,11.11111111111111,1.3157894736842104
166,Hispanic or Latin American,Cardiovascular disease,2009,0.0,0.0,0.0,0.0,0.0
167,Hispanic or Latin American,Lipid or lipoprotein measurement,2009,0.7986329078607798,12.5,19.12,25.0,0.0
168,Hispanic or Latin American,Digestive system disorder,2009,0.468427955780401,8.333333333333332,0.0,0.0,10.714285714285714
169,Hispanic or Latin American,Cardiovascular measurement,2009,0.1946318992333713,5.263157894736842,1.43,6.666666666666667,0.0
170,Hispanic or Latin American,Biological process,2009,1.686427571986155,10.0,4.46,12.5,0.0
171,Hispanic or Latin American,Other measurement,2009,0.4115340175210502,4.545454545454546,0.43,5.660377358490567,0.17482517482517482
172,Hispanic or Latin American,Immune system disorder,2009,0.0,0.0,0.0,0.0,0.0
173,Hispanic or Latin American,Cancer,2009,0.0,0.0,0.0,0.0,0.0
174,Hispanic or Latin American,Other trait,2009,0.9275385799343836,16.666666666666664,22.96,28.57142857142857,0.0
175,Hispanic or Latin American,Inflammatory measurement,2009,0.7788850719363287,14.285714285714285,5.02,16.666666666666664,0.0
176,Hispanic or Latin American,Response to drug,2009,1.6102067751869775,3.8461538461538463,0.0,0.0,3.153153153153153
177,Hispanic or Latin American,Hematological measurement,2009,0.0,0.0,0.0,0.0,0.0
178,Hispanic or Latin American,Body measurement,2009,0.23292241344236952,7.142857142857142,2.63,16.666666666666664,0.0
179,Hispanic or Latin American,Liver enzyme measurement,2009,18.20349761526232,50.0,44.43,50.0,0.0
180,African American or Afro-Caribbean,All,2009,0.4632777895430307,3.5294117647058822,1.1465910692410264,4.059040590405904,3.6121673003802277
181,African American or Afro-Caribbean,Neurological disorder,2009,3.297180043383948,10.256410256410255,0.25,6.896551724137931,11.059907834101383
182,African American or Afro-Caribbean,Metabolic disorder,2009,0.0,0.0,0.0,0.0,0.0
183,African American or Afro-Caribbean,Other disease,2009,2.3065025057229476,5.263157894736842,22.47,16.666666666666664,0.0
184,African American or Afro-Caribbean,Cardiovascular disease,2009,0.6656804733727811,7.142857142857142,2.47,11.76470588235294,6.451612903225806
185,African American or Afro-Caribbean,Lipid or lipoprotein measurement,2009,0.0,0.0,0.0,0.0,0.0
186,African American or Afro-Caribbean,Digestive system disorder,2009,1.1929298607207544,8.333333333333332,0.0,0.0,10.714285714285714
187,African American or Afro-Caribbean,Cardiovascular measurement,2009,0.0,0.0,2.3,13.333333333333334,0.0
188,African American or Afro-Caribbean,Biological process,2009,0.014728625082848515,10.0,5.81,12.5,3.571428571428571
189,African American or Afro-Caribbean,Other measurement,2009,0.0,0.0,0.0,0.0,0.0
190,African American or Afro-Caribbean,Immune system disorder,2009,0.0,0.0,0.0,0.0,0.0
191,African American or Afro-Caribbean,Cancer,2009,0.0,0.0,0.0,0.0,0.0
192,African American or Afro-Caribbean,Other trait,2009,0.0,0.0,0.0,0.0,0.0
193,African American or Afro-Caribbean,Inflammatory measurement,2009,0.0,0.0,0.0,0.0,0.0
194,African American or Afro-Caribbean,Response to drug,2009,5.78090629124505,15.384615384615385,1.05,11.11111111111111,20.72072072072072
195,African American or Afro-Caribbean,Hematological measurement,2009,0.0,0.0,0.0,0.0,0.0
196,African American or Afro-Caribbean,Body measurement,2009,0.0,0.0,0.0,0.0,0.0
197,African American or Afro-Caribbean,Liver enzyme measurement,2009,0.0,0.0,0.0,0.0,0.0
198,African,All,2009,0.1672963094791743,1.1764705882352942,0.30658152922172954,1.4760147601476015,1.4258555133079849
199,African,Neurological disorder,2009,0.0,0.0,0.0,0.0,0.0
200,African,Metabolic disorder,2009,0.0,0.0,0.0,0.0,0.0
201,African,Other disease,2009,0.0,0.0,0.0,0.0,0.0
202,African,Cardiovascular disease,2009,0.0,0.0,0.66,5.88235294117647,0.0
203,African,Lipid or lipoprotein measurement,2009,0.0,0.0,0.0,0.0,0.0
204,African,Digestive system disorder,2009,12.741240397226909,8.333333333333332,16.35,11.11111111111111,10.714285714285714
205,African,Cardiovascular measurement,2009,0.0,0.0,0.0,0.0,0.0
206,African,Biological process,2009,0.0,0.0,0.0,0.0,0.0
207,African,Other measurement,2009,0.0,0.0,0.17,1.8867924528301887,0.0
208,African,Immune system disorder,2009,0.0,0.0,0.0,0.0,0.0
209,African,Cancer,2009,0.026596545460019876,3.0303030303030303,0.0,0.0,8.053691275167784
210,African,Other trait,2009,0.0,0.0,0.0,0.0,0.0
211,African,Inflammatory measurement,2009,0.0,0.0,0.0,0.0,0.0
212,African,Response to drug,2009,0.4663440387153541,3.8461538461538463,0.0,0.0,5.405405405405405
213,African,Hematological measurement,2009,0.35310381585302886,3.225806451612903,0.22,3.0303030303030303,2.5
214,African,Body measurement,2009,0.0,0.0,0.0,0.0,0.0
215,African,Liver enzyme measurement,2009,0.0,0.0,0.0,0.0,0.0
216,European,All,2010,87.56517527210677,65.54455445544555,86.87358459128271,65.0485436893204,69.136460554371
217,European,Neurological disorder,2010,83.88589373634954,71.05263157894737,93.3,78.78787878787878,78.41530054644808
218,European,Metabolic disorder,2010,77.12082925068331,42.857142857142854,81.96,50.0,61.29032258064516
219,European,Other disease,2010,80.45708758286344,56.81818181818182,81.84,59.375,50.51546391752577
220,European,Cardiovascular disease,2010,89.69557783216548,54.54545454545454,62.45,38.095238095238095,57.831325301204814
221,European,Lipid or lipoprotein measurement,2010,94.66444326100411,82.35294117647058,80.07,69.23076923076923,80.93525179856115
222,European,Digestive system disorder,2010,96.79369990156096,66.66666666666666,98.31,55.55555555555556,94.32624113475178
223,European,Cardiovascular measurement,2010,85.93935407315689,72.72727272727273,78.57,75.0,63.20754716981132
224,European,Biological process,2010,98.77835264493538,69.56521739130434,99.55,85.71428571428571,57.14285714285714
225,European,Other measurement,2010,93.11287790921033,76.61290322580645,95.83,78.87323943661971,69.93810786914236
226,European,Immune system disorder,2010,87.14679397609066,69.23076923076923,62.12,65.21739130434783,91.28205128205128
227,European,Cancer,2010,82.43464092383648,55.769230769230774,73.58,56.75675675675676,59.06976744186046
228,European,Other trait,2010,97.83643055929616,76.47058823529412,93.05,57.14285714285714,94.52054794520548
229,European,Inflammatory measurement,2010,9.254310502617418,50.0,25.79,66.66666666666666,25.0
230,European,Response to drug,2010,61.502142805258956,37.5,78.74,33.33333333333333,46.231155778894475
231,European,Hematological measurement,2010,32.40205847481143,35.714285714285715,88.97,60.0,22.413793103448278
232,European,Body measurement,2010,93.77707629065124,70.0,97.41,73.33333333333333,84.52012383900929
233,European,Liver enzyme measurement,2010,,,,,
234,Other/Mixed,All,2010,1.8872191291398641,5.148514851485149,2.123043240068765,7.119741100323624,3.544776119402985
235,Other/Mixed,Neurological disorder,2010,11.731346649349998,10.526315789473683,2.17,12.121212121212121,9.836065573770492
236,Other/Mixed,Metabolic disorder,2010,0.0,0.0,8.0,10.0,0.0
237,Other/Mixed,Other disease,2010,10.167780468986907,4.545454545454546,4.95,9.375,5.154639175257731
238,Other/Mixed,Cardiovascular disease,2010,2.089549736815637,4.545454545454546,12.63,19.047619047619047,2.4096385542168677
239,Other/Mixed,Lipid or lipoprotein measurement,2010,0.0,0.0,0.0,0.0,0.0
240,Other/Mixed,Digestive system disorder,2010,0.49782027844185067,13.333333333333334,1.08,22.22222222222222,1.4184397163120568
241,Other/Mixed,Cardiovascular measurement,2010,0.0,0.0,0.0,0.0,0.0
242,Other/Mixed,Biological process,2010,0.7259063993862255,8.695652173913043,0.0,0.0,11.538461538461538
243,Other/Mixed,Other measurement,2010,1.1386944638564576,2.4193548387096775,0.22,2.8169014084507045,0.618921308576481
244,Other/Mixed,Immune system disorder,2010,0.0,0.0,0.0,0.0,0.0
245,Other/Mixed,Cancer,2010,0.2041627609087206,5.769230769230769,0.07,5.405405405405405,2.3255813953488373
246,Other/Mixed,Other trait,2010,0.0,0.0,1.46,7.142857142857142,0.0
247,Other/Mixed,Inflammatory measurement,2010,0.0,0.0,0.0,0.0,0.0
248,Other/Mixed,Response to drug,2010,12.638919154499892,20.833333333333336,0.09,8.333333333333332,25.125628140703515
249,Other/Mixed,Hematological measurement,2010,0.0,0.0,0.0,0.0,0.0
250,Other/Mixed,Body measurement,2010,0.0,0.0,0.73,13.333333333333334,0.0
251,Other/Mixed,Liver enzyme measurement,2010,,,,,
252,Asian,All,2010,9.510923770606743,18.415841584158414,10.119003604845329,21.35922330097087,17.32409381663113
253,Asian,Neurological disorder,2010,1.890078133808846,5.263157894736842,4.53,9.090909090909092,1.092896174863388
254,Asian,Metabolic disorder,2010,20.919498736527256,42.857142857142854,9.52,30.0,33.33333333333333
255,Asian,Other disease,2010,4.751284935071914,15.909090909090908,9.88,18.75,7.731958762886598
256,Asian,Cardiovascular disease,2010,5.397793945083314,31.818181818181817,24.92,42.857142857142854,7.228915662650602
257,Asian,Lipid or lipoprotein measurement,2010,5.33555673899589,17.647058823529413,19.93,30.76923076923077,19.06474820143885
258,Asian,Digestive system disorder,2010,2.143158486851357,6.666666666666667,0.57,11.11111111111111,2.127659574468085
259,Asian,Cardiovascular measurement,2010,13.507326007326007,18.181818181818183,21.43,25.0,30.18867924528302
260,Asian,Biological process,2010,0.046721617846674404,4.3478260869565215,0.0,0.0,6.593406593406594
261,Asian,Other measurement,2010,4.83511578300337,11.29032258064516,2.46,9.859154929577464,20.335985853227232
262,Asian,Immune system disorder,2010,11.464640583760286,19.230769230769234,37.6,26.08695652173913,5.641025641025641
263,Asian,Cancer,2010,17.280218297105897,32.69230769230769,26.33,32.432432432432435,26.976744186046513
264,Asian,Other trait,2010,2.1635694407038333,23.52941176470588,5.49,35.714285714285715,5.47945205479452
265,Asian,Inflammatory measurement,2010,90.74568949738259,50.0,74.21,33.33333333333333,75.0
266,Asian,Response to drug,2010,23.273044236217043,25.0,20.18,41.66666666666667,6.532663316582915
267,Asian,Hematological measurement,2010,67.59794152518856,64.28571428571429,11.03,40.0,77.58620689655173
268,Asian,Body measurement,2010,5.768030247706098,20.0,0.65,6.666666666666667,15.479876160990713
269,Asian,Liver enzyme measurement,2010,,,,,
270,Hispanic or Latin American,All,2010,0.05554710690917135,2.178217821782178,0.03759634474139203,1.9417475728155338,2.1321961620469083
271,Hispanic or Latin American,Neurological disorder,2010,0.014198554253093406,1.3157894736842104,0.0,0.0,0.0
272,Hispanic or Latin American,Metabolic disorder,2010,0.2458185068674471,7.142857142857142,0.0,0.0,0.0
273,Hispanic or Latin American,Other disease,2010,0.27214905630683367,4.545454545454546,0.02,3.125,4.123711340206185
274,Hispanic or Latin American,Cardiovascular disease,2010,0.0,0.0,0.0,0.0,0.0
275,Hispanic or Latin American,Lipid or lipoprotein measurement,2010,0.0,0.0,0.0,0.0,0.0
276,Hispanic or Latin American,Digestive system disorder,2010,0.008437631837997468,6.666666666666667,0.04,11.11111111111111,0.7092198581560284
277,Hispanic or Latin American,Cardiovascular measurement,2010,0.5533199195171026,9.090909090909092,0.0,0.0,6.60377358490566
278,Hispanic or Latin American,Biological process,2010,0.0,0.0,0.0,0.0,0.0
279,Hispanic or Latin American,Other measurement,2010,0.017269577370999552,1.6129032258064515,0.11,1.4084507042253522,5.4818744473916885
280,Hispanic or Latin American,Immune system disorder,2010,0.03105107902499612,3.8461538461538463,0.06,4.3478260869565215,0.0
281,Hispanic or Latin American,Cancer,2010,0.022575689908175833,1.9230769230769231,0.01,2.7027027027027026,0.46511627906976744
282,Hispanic or Latin American,Other trait,2010,0.0,0.0,0.0,0.0,0.0
283,Hispanic or Latin American,Inflammatory measurement,2010,0.0,0.0,0.0,0.0,0.0
284,Hispanic or Latin American,Response to drug,2010,0.3341323454637902,4.166666666666666,0.42,8.333333333333332,0.5025125628140703
285,Hispanic or Latin American,Hematological measurement,2010,0.0,0.0,0.0,0.0,0.0
286,Hispanic or Latin American,Body measurement,2010,0.0,0.0,0.0,0.0,0.0
287,Hispanic or Latin American,Liver enzyme measurement,2010,,,,,
288,African American or Afro-Caribbean,All,2010,0.5540391881136104,6.138613861386139,0.4377805142483245,2.912621359223301,6.103411513859275
289,African American or Afro-Caribbean,Neurological disorder,2010,2.473471671796242,10.526315789473683,0.0,0.0,10.655737704918032
290,African American or Afro-Caribbean,Metabolic disorder,2010,1.7138535059219913,7.142857142857142,0.52,10.0,5.376344086021505
291,African American or Afro-Caribbean,Other disease,2010,1.7653222989494048,13.636363636363635,0.35,6.25,22.164948453608247
292,African American or Afro-Caribbean,Cardiovascular disease,2010,2.4264927750025143,4.545454545454546,0.0,0.0,19.27710843373494
